[2025-07-21 06:00:01] INFO - 🔧 Logging initialized
[2025-07-21 06:00:01] INFO - 프로그램 시작됨
[2025-07-21 06:00:01] INFO - 
🚀 크롤러 실행 시도 1/3
[2025-07-21 06:00:15] INFO - 🔢 총 공고 수: 172505건 → 최대 페이지 수: 3451 페이지
[2025-07-21 06:00:15] INFO - 
📄 현재 페이지: 1
[2025-07-21 06:00:15] INFO - 0001 | 미래비전 | 우수기업/AP/코써/PCB생산/SMT OP/3조2교대/기숙사1인실 | 1시간 전 등록
[2025-07-21 06:00:17] INFO - 0015 | ㈜캐디몬 | 백제cc남녀캐디모집 / 숙식제공 / f4비자가능 / 당일지급 / 무료교육기간 | 5시간 전 등록
[2025-07-21 06:00:18] INFO - 0016 | ㈜캐디몬 | 청라베어즈베스트cc골프캐디모집 / 숙식제공 / 당일지급 / 무료교육기간중 | 5시간 전 등록
[2025-07-21 06:00:18] INFO - 0017 | ㈜유안에이치알 | 홈플러스 동수원점 주차미화관리자 모집합니다. | 5시간 전 등록
[2025-07-21 06:00:18] INFO - 0018 | 글로벌JMT | [용인/수원/이천 정규직/1인실] 경력인정/반도체/품질/test생산 / 패키징 | 5시간 전 등록
[2025-07-21 06:00:18] INFO - 0019 | ㈜엑심베이 | DBA 담당자 | 5시간 전 등록
[2025-07-21 06:00:18] INFO - 0020 | 허브아일랜드 영농조합법인 | [허브아일랜드] 레스토랑 직원식당 조리원 모집 | 5시간 전 등록
[2025-07-21 06:00:18] INFO - 0021 | 이디야커피 명동역점 | 이디야커피 명동역점에서 함께할 주간 매니저님을 구합니다. | 5시간 전 등록
[2025-07-21 06:00:18] INFO - 0022 | 팀스파르타㈜ | [항해 플러스] 코드 리뷰 튜터 (Java, TypeScript, Kotlin) | 5시간 전 등록
[2025-07-21 06:00:19] INFO - 0023 | ㈜트립일레븐 | [유급휴가 40일] 2025년도 하반기 트립일레븐 세일즈팀 대규모 채용 | 5시간 전 등록
[2025-07-21 06:00:19] INFO - 0024 | (주)제이엠더블유 | [JMW] 전략기획팀 경력직 채용 | 5시간 전 등록
[2025-07-21 06:00:19] INFO - 0025 | 제이디티앤씨 | ㈜제이디티앤씨에서 경력 디자이너 모집합니다. | 5시간 전 등록
[2025-07-21 06:00:19] INFO - 0026 | ㈜시코코리아 | 2025년 하반기 서비스직 채용 | 5시간 전 등록
[2025-07-21 06:00:19] INFO - 0027 | 성해 | 다함께 돌봄센터 서구 2호점 원장님 모집 | 5시간 전 등록
[2025-07-21 06:00:19] INFO - 0028 | ㈜선진엔지니어링종합건축사사무소 | [자회사 채용] 선진 P&I 채용 (건축설계관리, 개발관리, 총무/비서) | 5시간 전 등록
[2025-07-21 06:00:20] INFO - 0029 | ㈜동양 | ㈜동양 자금팀 경력사원 모집 (대리-과장급) | 5시간 전 등록
[2025-07-21 06:00:20] INFO - 0030 | 에스케이바이오사이언스㈜ | 25년 3분기 DS(원액생산) 신입/경력사원 수시채용 | 5시간 전 등록
[2025-07-21 06:00:20] INFO - 0031 | 대일인터내셔널하스피탈리티그룹 | 서울대학교 시흥캠퍼스 연수원&컨벤션센터 조리팀(신입/경력) 정규직 채용 | 5시간 전 등록
[2025-07-21 06:00:20] INFO - 0032 | ㈜티에스피지 | 물류자동화, 자동창고 기술영업 인원 채용 공고(신입및경력) | 5시간 전 등록
[2025-07-21 06:00:20] INFO - 0033 | 알에스케이테크놀로지㈜ | A/S팀(서비스팀 엔지니어) 기사 모집 | 5시간 전 등록
[2025-07-21 06:00:20] INFO - 0034 | ㈜명산 | 기술연구소 | 5시간 전 등록
[2025-07-21 06:00:20] INFO - 0035 | 허브넷굿컴퍼니닷컴 | 창의적인 기획력을 겸비한 퍼포먼스마케터를 찾습니다. (네이버공식대행사) | 5시간 전 등록
[2025-07-21 06:00:21] INFO - 0036 | 한영회계법인 | EY-Parthenon PMI 전략팀 정규직 컨설턴트(Strategy Consulting) | 5시간 전 등록
[2025-07-21 06:00:21] INFO - 0037 | 티엠씨케이 | [TMCK] 디지털 마케팅 AE (시니어) 채용 | 5시간 전 등록
[2025-07-21 06:00:21] INFO - 0038 | 연세대학교 강남장례식장 | 연세대학교 강남장례식장 상례사ㆍ상담사 채용 | 5시간 전 등록
[2025-07-21 06:00:21] INFO - 0039 | ㈜클라우디파이 | 10시출근/마케팅부문/동대문역사문화공원역1분거리/뚝섬역5분거리 | 5시간 전 등록
[2025-07-21 06:00:21] INFO - 0040 | ㈜삼표산업 | 삼표그룹 (주)에스피에스엔에이 설비운영 부문 채용 | 5시간 전 등록
[2025-07-21 06:00:21] INFO - 0041 | 고려대학교 세종캠퍼스 | 고려대학교 세종캠퍼스 총장발령 사무직(일반행정) 채용공고 | 5시간 전 등록
[2025-07-21 06:00:22] INFO - 0042 | ㈜미스틸게임즈(Mistil Games Co.,Ltd.) | [ART](신입/경력) 시퀀스 연출 아티스트 | 5시간 전 등록
[2025-07-21 06:00:22] INFO - 0043 | ㈜태강정보통신 | [통합시스템 구축 사업] 초/중/고급 경력별 JAVA 개발자 모집 공고 | 5시간 전 등록
[2025-07-21 06:00:22] INFO - 0044 | 한국바스프㈜ | 한국바스프 안산 CECC (소비자 전자제품 개발 센터) Manager 직계약직 모집 | 5시간 전 등록
[2025-07-21 06:00:22] INFO - 0045 | SPC삼립 | 점포혁신팀 빚은 TM 경력직 모집 | 5시간 전 등록
[2025-07-21 06:00:22] INFO - 0046 | 청송군산림조합 | 청송군산림조합 직원(계약직-산림토목) 채용 공고 | 5시간 전 등록
[2025-07-21 06:00:22] INFO - 0047 | ㈜온다와쏭 | [쏘타스위트 평택 고덕] 호텔 객실팀 모집 합니다. | 5시간 전 등록
[2025-07-21 06:00:23] INFO - 0048 | ㈜동화세상에듀코 | [재택/자택주변 방문] 1:1 화상/대면 국어 영어 수학 강사님 모십니다 | 5시간 전 등록
[2025-07-21 06:00:23] INFO - 0049 | ㈜아그베 | [제주신화월드 메리어트호텔] 피히츠 SPA Therapist 9월 프리렌서 구인 | 5시간 전 등록
[2025-07-21 06:00:23] INFO - 0050 | ㈜서울써브스 | [SUBWAY] 써브웨이 직영 신림점 정규직 Manager 모집 | 5시간 전 등록
[2025-07-21 06:00:23] INFO - ⏱ 1.86초 대기
[2025-07-21 06:00:25] INFO - 
📄 현재 페이지: 2
[2025-07-21 06:00:26] INFO - 0051 | 엔케이㈜ | 엔케이(주) 방제사업부(영남지사) 서비스매니저 모집 | 5시간 전 등록
[2025-07-21 06:00:26] INFO - 0052 | 유앤아이의원 신촌점 | [주4일] 유앤아이피부과 홍대신촌점 상담실장 (상담실장 경력1년이상만) | 5시간 전 등록
[2025-07-21 06:00:26] INFO - 0053 | (주)원스탑프렙 | [정규직] 수학 강사 모집 / Advanced Math Instructor (SAT Math, Calc) | 5시간 전 등록
[2025-07-21 06:00:26] INFO - 0054 | DB손해보험㈜ | DB손해보험 다이렉트 신대구센터 자동차,장기 TM 상담사 (설계사X) | 5시간 전 등록
[2025-07-21 06:00:26] INFO - 0055 | ㈜트라이얼인포매틱스 | 임상시험IT솔루션 - Frontend Developer | 5시간 전 등록
[2025-07-21 06:00:26] INFO - 0056 | 인커넥트 | [시청역/전화면접으로 진행/평일만근무]-캐롯손해보험 인바운드상담(영업X) | 5시간 전 등록
[2025-07-21 06:00:26] INFO - 0057 | 씨트론 ㈜ | [경력직] R&D 프로젝트관리 (PM) | 5시간 전 등록
[2025-07-21 06:00:27] INFO - 0058 | (주)맨파워코리아 | [선릉역/역삼역] 조선팰리스 호텔 라이프가드 모집 | 5시간 전 등록
[2025-07-21 06:00:27] INFO - 0059 | (주)맨파워코리아 | [즉시출근/미화/삼성역] 인터컨티넨탈호텔 사우나/락카 관리 | 5시간 전 등록
[2025-07-21 06:00:27] INFO - 0060 | ㈜잡스테이션 | 주급가능/셔틀운행/주야교대/냉동만두생산업무/상여금별도지급/외극인가능 | 5시간 전 등록
[2025-07-21 06:00:27] INFO - 0061 | ㈜라이온하트스튜디오 | [라이온하트 스튜디오-시네마팀] 모션 캡쳐 액터 모집 | 5시간 전 등록
[2025-07-21 06:00:27] INFO - 0062 | JMP코리아 | [대규모채용/남구로역] 전자입찰 참여기업 대상 아웃바운드 상담사 채용 | 5시간 전 등록
[2025-07-21 06:00:27] INFO - 0063 | ㈜선정인터내셔날 | [민원처리 지원사무] NICE그룹 사업지원/제휴사대응 | 5시간 전 등록
[2025-07-21 06:00:28] INFO - 0064 | 케이에프앤에스㈜ | [287만/우면동-양재역&선바위역]KT우면사옥 임원비서(신입경력/8월말 입사) | 5시간 전 등록
[2025-07-21 06:00:28] INFO - 0065 | 케어링커뮤니티케어㈜ | [케어링] 방문요양 사회복지사 채용 (경남 창원점) | 5시간 전 등록
[2025-07-21 06:00:28] INFO - 0066 | ㈜지누스 | [현대백화점 그룹] ㈜지누스 재무/관리회계 채용 | 5시간 전 등록
[2025-07-21 06:00:28] INFO - 0067 | ㈜제이앤비컨설팅 | [본부장비서/월247-260만]SGI서울보증 해외사업부 사무지원(본부장비서) | 5시간 전 등록
[2025-07-21 06:00:28] INFO - 0068 | 엘비휴넷㈜ | 8월6일 바로출근 LG유플러스 전주고객센터 인원모집(익산,군산셔틀) | 5시간 전 등록
[2025-07-21 06:00:28] INFO - 0069 | 하랑 | [전주센터/면접비 지급] LG유플러스 고객지원 안내업무 정규직 채용[월-금] | 5시간 전 등록
[2025-07-21 06:00:29] INFO - 0070 | 하랑 | [에이닷 호매실지점]수강생 1대1 학습코칭 진도관리 강사 채용[전공무관] | 5시간 전 등록
[2025-07-21 06:00:29] INFO - 0071 | 하랑 | [에이닷 창원상남지점]수강생 1대1 학습코칭 진도관리 강사 채용[전공무관] | 5시간 전 등록
[2025-07-21 06:00:29] INFO - 0072 | 하랑 | [에이닷 안산고잔지점]수강생 1대1 학습코칭 진도관리 강사 채용[전공무관] | 5시간 전 등록
[2025-07-21 06:00:29] INFO - 0073 | 하랑 | [에이닷 청주상당지점]수강생 1대1 학습코칭 진도관리 강사 채용[전공무관] | 5시간 전 등록
[2025-07-21 06:00:29] INFO - 0074 | ㈜선정인터내셔날 | [양재/금융공기업] 채무조정 업무지원 | 5시간 전 등록
[2025-07-21 06:00:29] INFO - 0075 | ㈜프로에스콤 | [잠실 롯데월드타워/ 보안사원 채용] 주주야야휴휴 근무/식사.근무복 제공 | 5시간 전 등록
[2025-07-21 06:00:30] INFO - 0076 | ㈜프로에스콤 | [충북 음성 / 쿠팡 금왕센터] 보안사원 채용-복지카드소지 우대 | 5시간 전 등록
[2025-07-21 06:00:30] INFO - 0077 | ㈜프로에스콤 | [평택시 포승읍] 쿠팡 평택 1센터-5센터 / 물류센터 보안사원 모집 | 5시간 전 등록
[2025-07-21 06:00:30] INFO - 0078 | ㈜제이앤비컨설팅 | [방송지원 AD/평일]롯데홈쇼핑 본사 방송전략팀 방송지원 영상편집 채용 | 5시간 전 등록
[2025-07-21 06:00:30] INFO - 0079 | 피피에이치알 | [부산진구] 부전역 도보1분 [카페24/정규직 CS상담사] | 5시간 전 등록
[2025-07-21 06:00:30] INFO - 0080 | (주)맨파워코리아 | &안성/주5일/국내 물류센터(자동차부품) 상품 피킹 직원채용 | 5시간 전 등록
[2025-07-21 06:00:30] INFO - 0081 | ㈜디앤엠 | [대전/도룡동] 대전MBC TV 광고 운행 직원 모집 | 5시간 전 등록
[2025-07-21 06:00:30] INFO - 0082 | ㈜메타엠 | [전화면접/영업X] 전월세,담보대출 서류제출 1차확인 | 5시간 전 등록
[2025-07-21 06:00:31] INFO - 0083 | 엔피비알(NPBR) | 22년전통 브리핑 영업 전문강사 신입 및 경력 모집(부산.경남) | 5시간 전 등록
[2025-07-21 06:00:31] INFO - 0084 | ㈜지원 | [전자회사]제조.설비.검사 연봉5000/상여600/기숙사/동반가능/통근 | 5시간 전 등록
[2025-07-21 06:00:31] INFO - 0085 | ㈜다온위드 | [당일합격발표] 대규모채용 연봉5천이상 /정규직/상여600만/기숙사무료/통 | 5시간 전 등록
[2025-07-21 06:00:31] INFO - 0086 | 유니에스 | [FD/오전근무/교통비] TV조선 시사프로그램 FD 채용 | 5시간 전 등록
[2025-07-21 06:00:31] INFO - 0087 | ㈜인커넥트 | [올리브영 인바운드상담/3개월계약직(정규직전환가능)/여유로운 출근시간] | 5시간 전 등록
[2025-07-21 06:00:31] INFO - 0088 | 유니에스 | [주5일/사무직/식사제공] TV조선 본사 팀 사무보조 채용 | 5시간 전 등록
[2025-07-21 06:00:32] INFO - 0089 | (주)맨파워코리아 | [이천/주5일/식사제공]의류 물류센터 현장피킹(다스) 직원모집 | 5시간 전 등록
[2025-07-21 06:00:32] INFO - 0090 | 쿠팡 | [쿠팡] 장애인 사원 특별 공개채용 | 5시간 전 등록
[2025-07-21 06:00:32] INFO - 0091 | ㈜지니어스컴퍼니 | 숫자경영(경리회계·데이터) 실행 코칭 매니저 신입/경력 채용 | 6시간 전 등록
[2025-07-21 06:00:32] INFO - 0092 | ㈜아이비랩 | 카페 업무 담당자 모집 | 6시간 전 등록
[2025-07-21 06:00:32] INFO - 0093 | 테디스오븐 여의도점 | 성수동 베이커리 카페 테디스오븐 여의도점의 바리스타 팀원을 모집합니다 | 6시간 전 등록
[2025-07-21 06:00:32] INFO - 0094 | 아트팜미술학원 | 갈매동 아동미술 파트선생님 모십니다 | 6시간 전 등록
[2025-07-21 06:00:33] INFO - 0095 | 현대자동차㈜ | [현대자동차] 방사선사 (울산공장) 계약직 채용 | 6시간 전 등록
[2025-07-21 06:00:33] INFO - 0096 | ㈜페리 | 주식회사 페리 [ERP/SCM] 개발 경력자 추가모집 | 6시간 전 등록
[2025-07-21 06:00:33] INFO - 0097 | 에윅 | 온라인 쇼핑몰 md 엠디 | 7시간 전 등록
[2025-07-21 06:00:33] INFO - 0098 | ㈜수아레플라워 | 생화 납품 및 거래처 관리 하실분 모집합니다. (야간 근무 입니다.) | 7시간 전 등록
[2025-07-21 06:00:33] INFO - 0099 | 신한생명보험 | [본사직영 콜센터 직원 모집] 안정적인 급여 및 교육비/ 정착지원금 지급 | 7시간 전 등록
[2025-07-21 06:00:33] INFO - 0100 | 흥국생명보험㈜ | [본사직영 영업실장/ 관리자급 모집] 업계1위 복합TM센터, 업무만족도 1위 | 7시간 전 등록
[2025-07-21 06:00:33] INFO - ⏱ 1.93초 대기
[2025-07-21 06:00:36] INFO - 
📄 현재 페이지: 3
[2025-07-21 06:00:36] INFO - 0101 | 흥국생명보험㈜ | [2025년 본사직영 신규채용] 기본급300. 정착지윈금지급. 복합TM센터 | 7시간 전 등록
[2025-07-21 06:00:36] INFO - 0102 | 와이비엠어학원 | [YBM 강남센터] 영어회화, 청취, 영작문 강사 모집 | 7시간 전 등록
[2025-07-21 06:00:36] INFO - 0103 | 푸드이엠 | 야간 배송직 식구분 모집합니다 | 7시간 전 등록
[2025-07-21 06:00:37] INFO - 0104 | 미술로생각하기 위례학원 | (화/목)근무하실 영유아미술 선생님 모십니다(다른요일협의가능) | 8시간 전 등록
[2025-07-21 06:00:37] INFO - 0105 | 아워웨딩아워드라마 | 함께 성장해 나갈 웨딩사진 편집자 구합니다. | 8시간 전 등록
[2025-07-21 06:00:37] INFO - 0106 | 에이스경영자문그룹 | 전화 섭외사원 모집(정부 지원 사업 방문 약속) / 기본급 ,인센티브 지급 | 8시간 전 등록
[2025-07-21 06:00:37] INFO - 0107 | 에이스경영자문그룹 | 장기요양기관에서 기장 및 사무, 사회복지 업무 하셨던 분 | 8시간 전 등록
[2025-07-21 06:00:37] INFO - 0108 | 사랑모아금웅서비스박숙영 | [지점장/설계사 모집] 파격적인 지원/ 법인카드 지급/ 쾌적한 업무환경 | 8시간 전 등록
[2025-07-21 06:00:37] INFO - 0109 | 와이비엠어학원 | YBM어학원 강남센터 토플 전문가 모집 | 8시간 전 등록
[2025-07-21 06:00:38] INFO - 0110 | 삼성영어펜타힐즈어학원 | 영어 선생님 구합니다. | 8시간 전 등록
[2025-07-21 06:00:38] INFO - 0111 | 까사데이밤비니학원 | 5-7세 몬테소리 교사를 모집합니다. | 8시간 전 등록
[2025-07-21 06:00:38] INFO - 0112 | ㈜에이알컴퍼니 | 7호선 논현역 에이알컴퍼니 병원 온라인 마케터 채용(휴게시간90분) | 8시간 전 등록
[2025-07-21 06:00:38] INFO - 0113 | 가다정한의원 | 한의원 간호조무사 구인합니다. | 8시간 전 등록
[2025-07-21 06:00:38] INFO - 0114 | 소울마켓 베이커리 | 코엑스 소울마켓 베이커리 카페에서 바리스타 모집합니다 | 8시간 전 등록
[2025-07-21 06:00:38] INFO - 0115 | 호호브레드 검단신도시점 | 베이커리카페 제빵사 모집 | 8시간 전 등록
[2025-07-21 06:00:39] INFO - 0116 | ㈜제이인터내셔널 | 기업 홍보 및 마케팅 신입/경력직 채용 | 8시간 전 등록
[2025-07-21 06:00:39] INFO - 0117 | 대명메탈㈜ | 현장 안전관리자 구인 | 8시간 전 등록
[2025-07-21 06:00:39] INFO - 0118 | ㈜그린비앤피 | [HK이노엔] 판교연구소 안내데스크 사원 모집 | 8시간 전 등록
[2025-07-21 06:00:39] INFO - 0119 | 묘수신당 | 서울 중구(신당역) 스시오마카세 카운터 셰프 & 보조셰프 구인합니다 | 8시간 전 등록
[2025-07-21 06:00:39] INFO - 0120 | 오커쇼어 | 경복궁역 베이커리 오커쇼어에서 단기간 파트타이머를 구합니다. | 8시간 전 등록
[2025-07-21 06:00:39] INFO - 0121 | ㈜위즈아이앤씨 | [판교] 삼성전자 MES S-MMAS 시스템 운영 ( C# / SM ) | 8시간 전 등록
[2025-07-21 06:00:39] INFO - 0122 | ㈜위즈아이앤씨 | [상암] 우리은행 연계 시스템 구축 ( JAVA ) | 8시간 전 등록
[2025-07-21 06:00:40] INFO - 0123 | ㈜위즈아이앤씨 | (기흥) HL홀딩스 데이터센터 서버 운영 모집 건 | 8시간 전 등록
[2025-07-21 06:00:40] INFO - 0124 | 제주상회 | [재택근무 코인 전문가 채용] 편집 가능한 코인 유튜버 모집 ((DB 수집)) | 8시간 전 등록
[2025-07-21 06:00:40] INFO - 0125 | 죽백화 커피클럽 | 카페 바리스타 직원 채용 | 8시간 전 등록
[2025-07-21 06:00:40] INFO - 0126 | 석촌한의원 | 신규 오픈 한의원에서 간호조무사를 모십니다. | 9시간 전 등록
[2025-07-21 06:00:40] INFO - 0127 | 브레드판다(BREAD PAN | 제과제빵 기술자모집 | 9시간 전 등록
[2025-07-21 06:00:40] INFO - 0128 | 멍투게더 | [강아지 유치원] 강남 멍투게더 강아지 유치원 선생님 모셔요 | 9시간 전 등록
[2025-07-21 06:00:41] INFO - 0129 | 엘리 피부과 의원 | 수지 성복역 엘리피부과의원 피부관리사 구인합니다 (경력 우대, 야간 X) | 9시간 전 등록
[2025-07-21 06:00:41] INFO - 0130 | 정직복덕방 공인중개사사무소 | [청주부동산]소속공인중개사/중개보조원(실장) 모집. 경력무관 초보 환영. | 9시간 전 등록
[2025-07-21 06:00:41] INFO - 0131 | 메이도우 | [송도역 인근] 월,금 카페 파트타임 알바 | 9시간 전 등록
[2025-07-21 06:00:41] INFO - 0132 | 예술상자 | [연극공연 및 뮤지컬] 기획 및 마케팅팀 팀원을 모집합니다 | 9시간 전 등록
[2025-07-21 06:00:41] INFO - 0133 | 월디잉글리쉬센터 | 재미있는 수업과 진정성을 갖춘 기초회화 강사 | 9시간 전 등록
[2025-07-21 06:00:41] INFO - 0134 | 인베이더스쿨㈜ | [연봉 4200] 인베이더스쿨 CRM 마케터 채용 | 9시간 전 등록
[2025-07-21 06:00:41] INFO - 0135 | 주식회사두영에이앤씨 | 에어컨 배관자재를 생산하는 회사로서,생산직을 구인하고자 합니다. | 9시간 전 등록
[2025-07-21 06:00:42] INFO - 0136 | 하쿠시 | 하쿠시 - 조리사 구인 | 9시간 전 등록
[2025-07-21 06:00:42] INFO - 0137 | ㈜장터도매식자재 | 식자재마트 경리 경력직 구인합니다. | 9시간 전 등록
[2025-07-21 06:00:42] INFO - 0138 | ㈜스타문 | 전기차 완속충전기 설치 관련 직원 채용 | 9시간 전 등록
[2025-07-21 06:00:42] INFO - 0139 | 에이아이조이테크놀로지 유한회사(AI | 인사총무 업무(경력) | 9시간 전 등록
[2025-07-21 06:00:42] INFO - 0140 | ㈜에너지온 | 태양광 설계.공무 직원모집 | 9시간 전 등록
[2025-07-21 06:00:42] INFO - 0141 | 상두그레이 | 김포시 `상두그레이`에서 바리스타 팀원을 구합니다. | 9시간 전 등록
[2025-07-21 06:00:43] INFO - 0142 | ㈜라임그라스 | [대형 카페] 라임그라스 그래픽 디자이너 모집[홍보물 제작] | 9시간 전 등록
[2025-07-21 06:00:43] INFO - 0143 | ㈜건영수산 | 냉동식품 영업팀 직원 모집합니다(주5일/탑차지원가능) | 9시간 전 등록
[2025-07-21 06:00:43] INFO - 0144 | ㈜에이엔에이치코리아 | Microsoft Power BI 분석/PM | 9시간 전 등록
[2025-07-21 06:00:43] INFO - 0145 | ㈜에이엔에이치코리아 | IT 솔루션 마케팅/홍보 | 9시간 전 등록
[2025-07-21 06:00:43] INFO - 0146 | 기아카클리닉덕풍점 | 기아 오토큐 덕풍점 - 자동차 정비 및 AS 서비스 경력직 모집 | 9시간 전 등록
[2025-07-21 06:00:43] INFO - 0147 | ㈜에이엔에이치코리아 | Power BI 개발자 | 9시간 전 등록
[2025-07-21 06:00:43] INFO - 0148 | ㈜에이엔에이치코리아 | 마이크로소프트 ERP 개발 채용 | 9시간 전 등록
[2025-07-21 06:00:44] INFO - 0149 | 투앤드 | 인테리어 설계 및 시공 디자이너를 구합니다. | 9시간 전 등록
[2025-07-21 06:00:44] INFO - 0150 | ㈜벙커컴퍼니 압구정점 | [바리스타] (주)벙커컴퍼니 압구정점에서 새로운 스탭을 모집합니다. | 9시간 전 등록
[2025-07-21 06:00:44] INFO - ⏱ 3.41초 대기
[2025-07-21 06:00:48] INFO - 
📄 현재 페이지: 4
[2025-07-21 06:00:48] INFO - 0151 | 모바이오 일산점 | 일산 모바이오 정규직 두피관리사 주5일 연차 12개 기본급 240부터 | 9시간 전 등록
[2025-07-21 06:00:48] INFO - 0152 | 진평925 | 에이스외식산업 채용] 진평925 홀 서버 채용중 | 9시간 전 등록
[2025-07-21 06:00:48] INFO - 0153 | 명동양과 | 명동양과에서 파티쉐를 모집합니다 | 9시간 전 등록
[2025-07-21 06:00:48] INFO - 0154 | 에듀플러스㈜ | 에듀플러스(주) 국비지원 교육상담 & 학습관리 담당자 채용 | 9시간 전 등록
[2025-07-21 06:00:49] INFO - 0155 | 플로키코리아 | 플로키코리아 물류창고관리 및 포장 담당자 모집 | 9시간 전 등록
[2025-07-21 06:00:49] INFO - 0156 | 메이린의원 | 메이린의원 더현대서울점에서 간호조무사2명을 채용합니다. | 9시간 전 등록
[2025-07-21 06:00:49] INFO - 0157 | 에듀진 | [교육회사] 25년 8월 사무직 신입직원 모집(학/경력 무관) | 9시간 전 등록
[2025-07-21 06:00:49] INFO - 0158 | 메이린의원 | 메이린의원 더현대서울점에서 피부관리사1명을 채용합니다. | 9시간 전 등록
[2025-07-21 06:00:49] INFO - 0159 | ㈜베스시프트 | [노원/제과제빵] 에그타르트 전문 생산 책임자 모집(주말휴무) | 9시간 전 등록
[2025-07-21 06:00:49] INFO - 0160 | 한국호텔리어협회 | 특급호텔&골프장호텔 호텔리어 정규직/ | 10시간 전 등록
[2025-07-21 06:00:49] INFO - 0161 | 한국호텔리어협회 | 특급호텔 정규직 (호텔리어, 프론트, 객실, 연회부, 식음료/레저) | 10시간 전 등록
[2025-07-21 06:00:50] INFO - 0162 | 인카금융서비스㈜ | [코스닥상장GA] 인카다이렉트-VFC 소율본사 계약관리부서 총무님 모집 | 10시간 전 등록
[2025-07-21 06:00:50] INFO - 0163 | 한국호텔리어협회 | 특급관광호텔&골프장호텔 정규직/ | 10시간 전 등록
[2025-07-21 06:00:50] INFO - 0164 | 비켈드 | 용산 이탈리아 레스토랑 viqueld 주방직원 모집합니다 | 10시간 전 등록
[2025-07-21 06:00:50] INFO - 0165 | 윤앤최오토테크 | 실험실 소모품 납품, 거래처 관리, 신입직원채용 | 10시간 전 등록
[2025-07-21 06:00:50] INFO - 0166 | 윤앤최오토테크 | 실험실 소모품 총무직 신입 사원 모집 | 10시간 전 등록
[2025-07-21 06:00:50] INFO - 0167 | 해례커피 | 해례커피 현대백화점 판교점 베이커리 단순 업무 근무자를 모집합니다. | 10시간 전 등록
[2025-07-21 06:00:51] INFO - 0168 | 해례커피 | 해례커피 현대백화점 판교점 바리스타(단기) 모집합니다. | 10시간 전 등록
[2025-07-21 06:00:51] INFO - 0169 | 홍대구루메&텐큐 | 홍대구루메 주방, 홀서빙 알바, 5,6일 정직원 구합니다. | 10시간 전 등록
[2025-07-21 06:00:51] INFO - 0170 | 홍대구루메 | 홍대구루메 주방,홀 주5,6일 정직원 구합니다 | 10시간 전 등록
[2025-07-21 06:00:51] INFO - 0171 | 수원영통체형교정 본밸런스 | 체형교정 센터 [본밸런스 영통점] 재활 트레이너 구인합니다. | 10시간 전 등록
